100206	 131.89	
100307	 112.36	
100408	 96.00	
100610	 96.12	
101006	 71.99	
101107	 97.87	
101309	 87.33	
101410	 91.83	
101915	 90.69	
102008	 130.65	
102311	 68.81	
102513	 46.07	
102816	 93.01	
103111	 81.57	
103414	 94.90	
103515	 82.95	
103818	 95.98	
104012	 92.66	
104416	 133.66	
104820	 111.48	
105014	 67.35	
105115	 91.59	
105216	 116.84	
105620	 117.30	
105923	 53.53	
106016	 110.40	
106319	 72.39	
106521	 137.14	
107018	 103.13	
107220	 85.50	
107321	 119.60	
107422	 119.78	
107725	 95.29	
108121	 101.64	
108222	 105.92	
108323	 108.45	
108525	 63.49	
108828	 105.62	
109123	 131.33	
109325	 133.66	
109830	 72.46	
110007	 93.58	
110411	 119.17	
110613	 66.72	
111009	 63.58	
111312	 113.41	
111413	 101.57	
111514	 116.89	
111716	 90.75	
112112	 99.57	
112314	 100.43	
112516	 102.20	
112819	 69.72	
112920	 91.83	
113215	 120.15	
113619	 103.50	
113821	 68.08	
113922	 114.00	
114217	 120.69	
114318	 129.22	
114419	 117.30	
114621	 96.12	
114823	 134.92	
114924	 96.81	
115017	 80.03	
115219	 113.48	
115320	 109.44	
115825	 66.72	
116221	 104.97	
116524	 99.37	
116726	 108.74	
117122	 112.06	
117324	 93.56	
117930	 91.83	
118023	 112.44	
118124	 84.87	
118225	 79.15	
118528	 103.49	
118730	 92.42	
118932	 112.36	
119126	 125.28	
119732	 73.50	
120111	 103.61	
120212	 109.13	
120515	 80.41	
120717	 120.69	
121315	 77.65	
121416	 61.27	
121618	 105.38	
121921	 69.44	
122317	 81.98	
122620	 95.32	
122822	 113.48	
123117	 102.81	
123420	 137.14	
123521	 125.28	
123824	 90.90	
123925	 122.06	
124220	 100.98	
124422	 109.47	
124624	 123.33	
124826	 120.69	
125525	 86.78	
126325	 93.92	
126628	 81.75	
127327	 129.22	
127630	 144.16	
127933	 114.24	
128026	 96.97	
128127	 114.01	
128329	 98.75	
128632	 98.30	
128935	 95.29	
129028	 96.15	
129129	 113.48	
129331	 117.30	
129533	 106.57	
129634	 83.82	
129937	 67.13	
130013	 110.92	
130316	 116.24	
130417	 75.77	
130619	 144.06	
130821	 108.74	
130922	 114.29	
131217	 113.48	
131419	 90.90	
131722	 124.42	
131823	 131.89	
131924	 104.88	
132017	 118.18	
132118	 75.67	
133019	 97.99	
133625	 88.95	
133827	 92.67	
133928	 98.46	
134021	 80.03	
134223	 119.10	
134324	 79.41	
134425	 112.44	
134728	 100.43	
134829	 109.72	
135225	 109.18	
135528	 90.71	
135730	 123.33	
135932	 123.87	
136227	 78.35	
136732	 129.86	
136833	 97.23	
137027	 101.56	
137128	 108.50	
137229	 90.90	
137633	 97.87	
137936	 83.55	
138231	 100.91	
138534	 84.33	
138837	 80.54	
139233	 105.40	
139637	 110.13	
139839	 137.14	
140117	 86.02	
140319	 131.33	
140824	 97.73	
140925	 87.12	
141119	 116.46	
141422	 109.72	
141826	 96.45	
142424	 72.45	
142828	 118.02	
143325	 91.73	
143426	 91.83	
144125	 75.06	
144226	 97.78	
144428	 107.98	
144731	 104.04	
144832	 125.28	
145127	 85.50	
145531	 77.63	
145834	 71.09	
146129	 143.56	
146331	 96.94	
146432	 113.48	
146533	 97.87	
146634	 106.31	
146937	 104.04	
147030	 77.60	
147737	 107.94	
148032	 101.15	
148133	 96.12	
148335	 110.93	
148436	 73.50	
148840	 99.39	
148941	 104.97	
149236	 144.35	
149337	 109.74	
149539	 121.50	
149741	 92.21	
149842	 96.97	
150423	 90.37	
150524	 103.15	
150625	 81.06	
150726	 118.45	
150928	 106.90	
151223	 89.55	
151425	 112.44	
151526	 101.58	
151627	 111.87	
151728	 106.18	
151829	 122.43	
152831	 76.48	
153025	 74.97	
153227	 117.30	
153429	 121.73	
153631	 66.72	
153732	 127.45	
153833	 101.27	
154229	 80.54	
154431	 108.43	
154532	 131.89	
154734	 83.22	
154835	 107.94	
154936	 71.10	
155231	 126.24	
155635	 119.74	
155938	 68.79	
156031	 134.92	
156233	 144.38	
156334	 119.71	
156435	 125.28	
156536	 148.40	
156637	 87.85	
157336	 97.76	
157437	 107.32	
157942	 102.20	
158035	 115.48	
158136	 111.16	
158338	 104.97	
158540	 99.38	
158843	 79.15	
159138	 93.52	
159239	 105.38	
159340	 75.48	
159441	 47.56	
159744	 143.14	
159845	 90.05	
159946	 146.40	
160123	 118.72	
160729	 119.78	
160830	 61.27	
161327	 108.27	
161630	 94.38	
161731	 113.07	
162026	 121.98	
162228	 92.66	
162329	 88.90	
162733	 81.26	
162935	 89.14	
163129	 97.54	
163331	 100.43	
163432	 110.89	
163836	 63.93	
164030	 105.46	
164131	 110.21	
164636	 82.24	
164939	 72.22	
165032	 118.09	
165234	 111.72	
165638	 121.65	
165840	 77.99	
166438	 97.17	
166640	 45.31	
167036	 99.32	
167238	 80.03	
167743	 90.53	
168139	 80.54	
168240	 104.97	
168341	 76.37	
168745	 83.82	
169141	 109.84	
169343	 77.26	
169444	 88.33	
169747	 111.48	
169949	 136.71	
170631	 79.48	
170934	 77.17	
171330	 74.17	
171431	 73.50	
171532	 98.75	
171633	 112.13	
172029	 94.38	
172130	 85.18	
172332	 86.31	
172433	 108.74	
172534	 102.77	
172938	 92.29	
173132	 107.94	
173334	 92.30	
173435	 105.90	
173536	 143.88	
173637	 104.97	
173738	 100.43	
173839	 74.17	
173940	 94.18	
174437	 108.77	
174841	 106.90	
175035	 62.24	
175237	 147.29	
175338	 61.72	
175439	 108.39	
175540	 123.06	
175742	 131.33	
176037	 144.06	
176239	 98.75	
176441	 85.50	
176542	 94.23	
176744	 124.42	
177241	 112.44	
177342	 89.14	
177645	 90.94	
177746	 96.43	
178142	 118.96	
178243	 119.78	
178647	 84.87	
178748	 98.25	
178849	 106.90	
178950	 111.35	
179245	 96.97	
179346	 90.90	
179952	 135.63	
180129	 89.52	
180432	 127.56	
180735	 93.58	
180836	 88.27	
180937	 67.13	
181131	 126.24	
181232	 112.17	
181636	 71.99	
182032	 109.72	
182436	 98.75	
182739	 76.63	
182840	 106.76	
183034	 97.76	
183337	 105.92	
185139	 115.53	
185341	 72.46	
185442	 116.46	
185846	 63.02	
185947	 111.48	
186141	 90.33	
186444	 112.44	
187143	 64.96	
187345	 144.44	
187547	 112.35	
187850	 128.38	
188347	 115.61	
188448	 110.48	
188549	 67.76	
188751	 112.44	
189349	 105.63	
189450	 79.72	
190031	 112.37	
191033	 102.73	
191336	 129.60	
191437	 90.12	
191841	 98.44	
191942	 92.66	
192035	 93.58	
192136	 110.48	
192439	 96.69	
192540	 94.20	
192641	 124.42	
192843	 82.02	
193239	 120.13	
193441	 96.12	
194140	 96.84	
194645	 50.59	
194746	 83.22	
194847	 104.02	
195041	 124.42	
195445	 97.87	
195647	 102.06	
195849	 87.90	
195950	 95.29	
196144	 100.82	
196346	 101.27	
196750	 118.44	
197348	 117.30	
197550	 104.78	
197651	 116.82	
198249	 118.18	
198350	 116.32	
198451	 105.63	
198653	 136.71	
198855	 85.36	
199150	 80.97	
199251	 110.40	
199453	 103.48	
199655	 97.16	
199958	 93.28	
200008	 90.05	
200109	 149.30	
200210	 92.66	
200311	 70.51	
200614	 112.91	
200917	 103.13	
201111	 94.30	
201414	 83.00	
201515	 130.65	
201717	 61.18	
201818	 94.25	
202113	 131.89	
202719	 130.65	
203418	 104.68	
203923	 70.51	
204016	 91.83	
204319	 130.65	
204420	 99.57	
204521	 86.51	
204622	 73.50	
205119	 76.93	
205220	 120.62	
205725	 129.54	
205826	 87.22	
206222	 105.92	
207123	 107.94	
207426	 112.44	
208024	 96.19	
208125	 138.01	
208226	 91.30	
208327	 96.97	
208428	 76.37	
209127	 134.92	
209228	 103.13	
209329	 111.48	
209834	 57.61	
209935	 87.45	
210011	 97.78	
210415	 91.72	
210617	 106.71	
211114	 111.48	
211215	 111.72	
211316	 86.51	
211417	 107.29	
211720	 73.55	
211922	 129.22	
212015	 77.17	
212116	 122.43	
212217	 77.01	
212318	 102.90	
212419	 90.55	
212823	 116.46	
213421	 97.87	
214019	 106.18	
